Year,Survey_Date,Club,Club_Code,Last_Name,First_Name,Position,Base_Salary,Guaranteed_Compensation
2011,9/1/2011,HOU,HOU,Hall,Tally,GK,85000,94375
2011,9/1/2011,HOU,HOU,Moffat,Adam,M,56700,56700
2011,9/1/2011,HOU,HOU,Navas,Francisco,M,42000,46250
2011,9/1/2011,HOU,HOU,Newton,Evan,GK,32600,32600
2011,9/1/2011,HOU,HOU,Robinson,Eddie,D,120000,120000
2011,9/1/2011,HOU,HOU,Sarkodie,Kofi,D,65000,110500
2011,9/1/2011,HOU,HOU,Soto,Josue,M,32600,38225
2011,9/1/2011,HOU,HOU,Taylor,Jermaine,D,57500,62500
2011,9/1/2011,HOU,HOU,Watson,Je-Vaughn,M,75000,91875
2011,9/1/2011,HOU,HOU,Weaver,Cam,F,89250,97500
2011,9/1/2011,KC,SKC,Aiyegbusi,Olukorede,D,42000,42000
2011,9/1/2011,KC,SKC,Arnaud,Davy,M,250000,258750
2011,9/1/2011,KC,SKC,Besler,Matt,D,58410,69660
2011,9/1/2011,KC,SKC,Bravo,Omar,F,120000,170000
2011,9/1/2011,KC,SKC,Bunbury,Teal,F,85000,183000
2011,9/1/2011,KC,SKC,Cesar,Julio,D,210000,213750
2011,9/1/2011,KC,SKC,Collin,Aurelien,D,185004,191254
2011,9/1/2011,KC,SKC,Cyrus,Daneil,D,42000,44992
2011,9/1/2011,KC,SKC,Diop,Ibrahim,M,60000,64250
2011,9/1/2011,KC,SKC,Ellis,Kevin,D,32604,33354
2011,9/1/2011,KC,SKC,Espinoza,Roger,M,100000,133750
2011,9/1/2011,KC,SKC,Harrington,Michael,M/D,110000,136833
2011,9/1/2011,KC,SKC,Jeferson,,F,429996,484996
2011,9/1/2011,KC,SKC,Kamara,Kei,F,200000,202500
2011,9/1/2011,KC,SKC,Kempin,Jonathan,GK,42000,49083
2011,9/1/2011,KC,SKC,Kronberg,Eric,GK,62500,62500
2011,9/1/2011,KC,SKC,Lorenz,Scott,D,32604,32604
2011,9/1/2011,KC,SKC,Myers,Chance,D/M,72000,87667
2011,9/1/2011,KC,SKC,Nielsen,Jimmy,GK,200000,241667
2011,9/1/2011,KC,SKC,Peterson,Joseph,M,42000,42000
2011,9/1/2011,KC,SKC,Rocastle,Craig,M,110000,116063
2011,9/1/2011,KC,SKC,Saad,Soony,F,32604,32604
2011,9/1/2011,KC,SKC,Sapong,Charles,F,42000,42000
2011,9/1/2011,KC,SKC,Sassano,Luke,M/D,51600,55025
2011,9/1/2011,KC,SKC,Sinovic,Seth,M/D,32604,32604
2011,9/1/2011,KC,SKC,Smith,Ryan,M/F,140000,144375
2011,9/1/2011,KC,SKC,Stojcev,Milos,M,90000,99000
2011,9/1/2011,KC,SKC,Thomas,Shavar,D,160000,174375
2011,9/1/2011,KC,SKC,Warzycha,Konrad,M,32604,32604
2011,9/1/2011,KC,SKC,Zusi,Graham,F/M,42000,42000
2011,9/1/2011,LA,LAG,Alvarado,Sean,D,32604,32604
2011,9/1/2011,LA,LAG,Barrett,Chad,F,192000,225333
2011,9/1/2011,LA,LAG,Beckham,David,M,5500000,6500000
2011,9/1/2011,LA,LAG,Berhalter,Gregg,D,96000,96000
2011,9/1/2011,LA,LAG,Birchall,Chris,M,144000,157125
2011,9/1/2011,LA,LAG,Cardozo,Paolo,M,42000,53250
2011,9/1/2011,LA,LAG,Cristman,Adam,F,42000,42000
2011,9/1/2011,LA,LAG,Davies,Kyle,D,50004,52567
2011,9/1/2011,LA,LAG,DeLaGarza,AJ,D,55100,77600
2011,9/1/2011,LA,LAG,Donovan,Landon,F,2300000,2300000
2011,9/1/2011,LA,LAG,Dunivant,Todd,D,135000,141750
2011,9/1/2011,LA,LAG,Franklin,Sean,D,97389,111139
2011,9/1/2011,LA,LAG,Gomes,Juninho,M,90000,100000
2011,9/1/2011,LA,LAG,Gonzalez,Omar,D,120000,197000
2011,9/1/2011,LA,LAG,Hejduk,Frankie,M,96000,96000
2011,9/1/2011,LA,LAG,Jimenez,Hector,M,32604,32604
2011,9/1/2011,LA,LAG,Jordan,Bryan,F,42000,42000
2011,9/1/2011,LA,LAG,Keane,Robbie,F,2917241,3417243
2011,9/1/2011,LA,LAG,Keat,Daniel,M,42000,64500
2011,9/1/2011,LA,LAG,Kirovski,Jovan,F,84000,86000
2011,9/1/2011,LA,LAG,Lopez,Miguel,M,45000,45000
2011,9/1/2011,LA,LAG,Magee,Mike,F,102850,105350
2011,9/1/2011,LA,LAG,McBean,Jack,F,55000,76000
2011,9/1/2011,LA,LAG,McCarty,Dustin,M,32604,32604
2011,9/1/2011,LA,LAG,Perk,Brian,GK,71250,105350
2011,9/1/2011,LA,LAG,Ribeiro Da Silva,Leonardo,D,90000,100000
2011,9/1/2011,LA,LAG,Ricketts,Donovan,GK,170000,195000
2011,9/1/2011,LA,LAG,Saunders,Josh,GK,63222,66356
2011,9/1/2011,LA,LAG,Stephens,Michael,M,57750,79000
2011,9/1/2011,LA,LAG,Thomas,Ryan,D,32604,32604
2011,9/1/2011,NE,NE,Alston,Kevin,D,100000,149000
2011,9/1/2011,NE,NE,Barnes,Darrius,D,60500,61750
2011,9/1/2011,NE,NE,Boggs,Zak,F/M,42000,42000
2011,9/1/2011,NE,NE,Caraglio,Milton,F,54000,54000
2011,9/1/2011,NE,NE,Cochrane,Ryan,D,70000,71667
2011,9/1/2011,NE,NE,Coria,Franco,D,100000,105000
2011,9/1/2011,NE,NE,Dube,Kheli,F,90000,99000
2011,9/1/2011,NE,NE,Fagundez,Diego,F,52500,53500
2011,9/1/2011,NE,NE,Feilhaber,Benny,M,300000,346000
2011,9/1/2011,NE,NE,Guy,Ryan,F,42000,42000
2011,9/1/2011,NE,NE,Joseph,Shalrie,M,475000,500000
2011,9/1/2011,NE,NE,Kinne,Ryan,F,32604,32604
2011,9/1/2011,NE,NE,Koger,Alan,F,32604,32604
2011,9/1/2011,NE,NE,Lekic,Radivoje,F,275004,275004
2011,9/1/2011,NE,NE,Loewy,Otto,D,42000,42000
2011,9/1/2011,NE,NE,Mansally,Kenny,F/M,71500,79000
2011,9/1/2011,NE,NE,McCarthy,Stephen,M,42000,73250
2011,9/1/2011,NE,NE,Murray,Tim,GK,42000,42000
2011,9/1/2011,NE,NE,Nyassi,Sainey,M,80000,86750
2011,9/1/2011,NE,NE,Phelan,Pat,M,60000,60000
2011,9/1/2011,NE,NE,Reis,Matt,GK,187312,191112
2011,9/1/2011,NE,NE,Schilawski,Zack,F,49875,59875
2011,9/1/2011,NE,NE,Shuttleworth,Robert,GK,42000,42000
2011,9/1/2011,NE,NE,Soares,AJ,D,42000,82000
2011,9/1/2011,NE,NE,Sousa,Andrew,M,32604,32604
2011,9/1/2011,NE,NE,Tierney,Chris,D/M,65000,66667
2011,9/1/2011,NE,NE,Zerka,Monsef,M/F,216000,226000
2011,9/1/2011,NY,NYRB,Agudelo,Juan,F,55000,85000
2011,9/1/2011,NY,NYRB,Albright,Chris,D,100800,104133
2011,9/1/2011,NY,NYRB,Auvray,Stephane,M,60000,80000
2011,9/1/2011,NY,NYRB,Ballouchy,Mehdi,M,125625,125625
2011,9/1/2011,NY,NYRB,Chirgadze,Giorgi,F,42000,42000
2011,9/1/2011,NY,NYRB,Coundoul,Bouna,GK,178250,179500
2011,9/1/2011,NY,NYRB,Henry,Thierry,F,5000000,5600000
2011,9/1/2011,NY,NYRB,Hertzog,Corey,F,65000,93500
2011,9/1/2011,NY,NYRB,Horwath,Alex,GK,32604,32604
2011,9/1/2011,NY,NYRB,Hot,Sacir,D,32600,33600
2011,9/1/2011,NY,NYRB,Jones,Mychel,D,42000,42000
2011,9/1/2011,NY,NYRB,Kassel,Matt,M,32600,36600
2011,9/1/2011,NY,NYRB,Keel,Stephen,D,42000,42000
2011,9/1/2011,NY,NYRB,Lassiter,Tyler,D,32604,32604
2011,9/1/2011,NY,NYRB,Lindpere,Joel,M,90000,125000
2011,9/1/2011,NY,NYRB,Marquez,Rafael,D,4600000,4600000
2011,9/1/2011,NY,NYRB,McCarty,Dax,M,155000,175000
2011,9/1/2011,NY,NYRB,Mendes,Carlos,D,98175,101300
2011,9/1/2011,NY,NYRB,Miller,Roy,M,99996,99996
2011,9/1/2011,NY,NYRB,Nielsen,Brian,M,120000,120000
2011,9/1/2011,NY,NYRB,Paulo,Marcos,F,82000,82000
2011,9/1/2011,NY,NYRB,Ream,Tim,D,55125,62625
2011,9/1/2011,NY,NYRB,Richards,Dane,M/F,145000,156500
2011,9/1/2011,NY,NYRB,Robinson,Carl,M,75000,75000
2011,9/1/2011,NY,NYRB,Rodgers,Luke,F,180000,180000
2011,9/1/2011,NY,NYRB,Rooney,John,M,48000,58000
2011,9/1/2011,NY,NYRB,Rost,Frank,GK,545460,545460
2011,9/1/2011,NY,NYRB,Schneider Teddy,David,D,32604,32604
2011,9/1/2011,NY,NYRB,Solli Jan,Gunnar,M,180000,180000
2011,9/1/2011,NY,NYRB,Sutton,Greg,GK,75600,80100
2011,9/1/2011,NY,NYRB,Tainio,Teemu,M,159996,164996
2011,9/1/2011,PHI,PHI,Adu,Freddy,M,475884,594884
2011,9/1/2011,PHI,PHI,Califf,Danny,D,250000,250000
2011,9/1/2011,PHI,PHI,Carroll,Brian,M,160000,160000
2011,9/1/2011,PHI,PHI,Daniel,Keon,M,42000,46410
2011,9/1/2011,PHI,PHI,Farfan,Gabriel,M,42000,42000
2011,9/1/2011,PHI,PHI,Farfan,Michael,M,42000,79500
2011,9/1/2011,PHI,PHI,Gonzalez Juan,Diego,D,189000,193463
2011,9/1/2011,PHI,PHI,Houapeu,Levi,F,32604,32604
2011,9/1/2011,PHI,PHI,Le Toux,Sebastian,M,155000,179000
2011,9/1/2011,PHI,PHI,MacMath,Zac,GK,80000,125000
2011,9/1/2011,PHI,PHI,Mapp,Justin,M,175000,183333
2011,9/1/2011,PHI,PHI,McInerney,Jack,F,71250,135417
2011,9/1/2011,PHI,PHI,Miglioranzi,Stefani,M,130000,153125
2011,9/1/2011,PHI,PHI,Mondragon,Faryd,GK,230000,396667
2011,9/1/2011,PHI,PHI,Mwanga,Danny,F,120000,226250
2011,9/1/2011,PHI,PHI,Nakazawa,Kyle,M,44000,44000
2011,9/1/2011,PHI,PHI,Okugo,Amobi,M,85000,168000
2011,9/1/2011,PHI,PHI,Paunovic,Veljko,M/F,90000,90000
2011,9/1/2011,PHI,PHI,Pfeffer,Zach,M,55000,65000
2011,9/1/2011,PHI,PHI,Richter,Ryan,F,32604,32604
2011,9/1/2011,PHI,PHI,Tait,Joe,D,42000,42000
2011,9/1/2011,PHI,PHI,Torres,Roger,M,105600,108725
2011,9/1/2011,PHI,PHI,Valdes,Carlos,D,180000,180000
2011,9/1/2011,PHI,PHI,Williams,Sheanon,F,42000,42000
2011,9/1/2011,POOL,NA,Guppy,Kevin,GK,42000,42000
2011,9/1/2011,POOL,NA,Konopka,Chris,GK,42000,42000
2011,9/1/2011,POOL,NA,Sharpe,Chris,GK,42000,42000
2011,9/1/2011,POR,POR,Alexander,Eric,M,46750,46750
2011,9/1/2011,POR,POR,Alhassan,Kalif,M,60000,69250
2011,9/1/2011,POR,POR,Braun,Frederick,M,32600,32600
2011,9/1/2011,POR,POR,Brown,Adin,GK,72000,76000
2011,9/1/2011,POR,POR,Brunner,Eric,D,70000,74250
2011,9/1/2011,POR,POR,Chabala,Michael,M,67500,75833
2011,9/1/2011,POR,POR,Chara,Diego,M,100008,143758
2011,9/1/2011,POR,POR,Cooper,Kenny,F,250000,267500
2011,9/1/2011,POR,POR,Danso,Mamdou,D,75000,75000
2011,9/1/2011,POR,POR,Dike,Bright,F,42000,44938
2011,9/1/2011,POR,POR,Gleeson,Jake,GK,42000,44000
2011,9/1/2011,POR,POR,Goldthwaite,Kevin,D,110000,126667
2011,9/1/2011,POR,POR,Horst,David,D,42000,42000
2011,9/1/2011,POR,POR,Jewsbury,Jack,D,155000,158167
2011,9/1/2011,POR,POR,Johnson,Eddie,F,80000,88000
2011,9/1/2011,POR,POR,Lopez,Rodrigo,M,32604,32604
2011,9/1/2011,POR,POR,Lowry,Peter,F/M,60000,61667
2011,9/1/2011,POR,POR,Marcelin,James,M,65000,65000
2011,9/1/2011,POR,POR,Nagbe,Darlington,M/F,65000,201000
2011,9/1/2011,POR,POR,Palmer,Lovel,M,75000,86250
2011,9/1/2011,POR,POR,Perkins,Troy,GK,250000,280000
2011,9/1/2011,POR,POR,Perlaza,Jorge,F,100000,115000
2011,9/1/2011,POR,POR,Pore,Ryan,M,80000,80000
2011,9/1/2011,POR,POR,Purdy,Steve,D,42000,42000
2011,9/1/2011,POR,POR,Taylor,Christopher,D,32600,32600
2011,9/1/2011,POR,POR,Thompson,Spencer,F,32604,32604
2011,9/1/2011,POR,POR,Umony,Brian,F,65004,85004
2011,9/1/2011,POR,POR,Wallace,Rodney,M/D,90000,139000
2011,9/1/2011,POR,POR,Zizzo,Sal,F,65000,73250
2011,9/1/2011,RSL,RSL,Agorsor,Christopher,F,32604,32604
2011,9/1/2011,RSL,RSL,Alexandre,Jean,M,42000,42000
2011,9/1/2011,RSL,RSL,Alvarez,Arturo,M/F,192585,201923
2011,9/1/2011,RSL,RSL,Araujo Jr.,Paulo,F,42000,42000
2011,9/1/2011,RSL,RSL,Arnoux,Cody,F,65400,71650
2011,9/1/2011,RSL,RSL,Beckerman,Kyle,M,219996,231246
2011,9/1/2011,RSL,RSL,Beltran,Anthony,D,100000,135500
2011,9/1/2011,RSL,RSL,Borchers,Nat,D,159996,169059
2011,9/1/2011,RSL,RSL,Espindola,Fabian,F,75000,75000
2011,9/1/2011,RSL,RSL,Gil,Luis,M,90250,185333
2011,9/1/2011,RSL,RSL,Gonzalez,Nelson,M/F,42008,42008
2011,9/1/2011,RSL,RSL,Grabavoy,Ned,M,118125,118125
2011,9/1/2011,RSL,RSL,Johnson,Will,F,225000,225000
2011,9/1/2011,RSL,RSL,McKenzie,Rauwshan,D,42000,42000
2011,9/1/2011,RSL,RSL,Melia,Tim,GK,42000,42000
2011,9/1/2011,RSL,RSL,Morales,Javier,M,400000,452500
2011,9/1/2011,RSL,RSL,Olave,Jamison,D,124992,174992
2011,9/1/2011,RSL,RSL,Reynish,Kyle,GK,50000,58304
2011,9/1/2011,RSL,RSL,Rimando,Nick,GK,150000,158250
2011,9/1/2011,RSL,RSL,Russell,Robbie,D/M,128250,134001
2011,9/1/2011,RSL,RSL,Saborio,Alvaro,F,250000,305625
2011,9/1/2011,RSL,RSL,Schuler,Chris,D,32600,32600
2011,9/1/2011,RSL,RSL,Toia,Donny,F,45000,60000
2011,9/1/2011,RSL,RSL,Warner,Collen,M/F,42000,55750
2011,9/1/2011,RSL,RSL,Williams,Andy,M,99225,99225
2011,9/1/2011,RSL,RSL,Wingert,Chris,D,135000,135000
2011,9/1/2011,SEA,SEA,Alonso,Osvaldo,M,140000,140000
2011,9/1/2011,SEA,SEA,Boss,Terry,GK,42000,44500
2011,9/1/2011,SEA,SEA,Carrasco,Servando,M,42000,42000
2011,9/1/2011,SEA,SEA,Estrada,David,F,32604,32604
2011,9/1/2011,SEA,SEA,Evans,Brad,F,121000,134750
2011,9/1/2011,SEA,SEA,Fernandez,Alvaro,M,300000,366667
2011,9/1/2011,SEA,SEA,Ford,Joshua,GK,32604,32604
2011,9/1/2011,SEA,SEA,Friberg,Erik,M,110000,110000
2011,9/1/2011,SEA,SEA,Fucito,Michael,M/F,42000,42000
2011,9/1/2011,SEA,SEA,Gonzalez,Leonardo,D,110000,110000
2011,9/1/2011,SEA,SEA,Graham,Taylor,D,60638,60638
2011,9/1/2011,SEA,SEA,Hurtado John,Kennedy,D,135000,136000
2011,9/1/2011,SEA,SEA,Ianni,Patrick,D,85050,85050
2011,9/1/2011,SEA,SEA,Jaqua,Nate,F,140004,140004
2011,9/1/2011,SEA,SEA,Keller,Kasey,GK,250000,250000
2011,9/1/2011,SEA,SEA,Levesque,Roger,F,44000,44000
2011,9/1/2011,SEA,SEA,Montano,Miguel,F,32604,32604
2011,9/1/2011,SEA,SEA,Montero,Fredy,F,500000,656000
2011,9/1/2011,SEA,SEA,Neagle,Lamar,M,32604,32604
2011,9/1/2011,SEA,SEA,Noonan,Pat,F,48000,48000
2011,9/1/2011,SEA,SEA,Ochoa,Sammy,F,42000,44500
2011,9/1/2011,SEA,SEA,Parke,Jeff,D,136500,136500
2011,9/1/2011,SEA,SEA,Riley,James,D,92000,97963
2011,9/1/2011,SEA,SEA,Rosales,Mauro,M,42000,42000
2011,9/1/2011,SEA,SEA,Sanyang,Amadou,M,32604,32604
2011,9/1/2011,SEA,SEA,Scott,Zach,D,44109,44109
2011,9/1/2011,SEA,SEA,Seamon,Michael,M,42000,42000
2011,9/1/2011,SEA,SEA,Tetteh,Michael,M,60000,77663
2011,9/1/2011,SEA,SEA,Wahl,Tyson,D,51870,54770
2011,9/1/2011,SEA,SEA,White,O'Brian,F,100000,100000
2011,9/1/2011,SEA,SEA,Zakuani,Steve,F,90000,188000
2011,9/1/2011,SJ,SJ,Ampaipitakwong,Anthony,M,32600,32600
2011,9/1/2011,SJ,SJ,Attakora-Gyan,Nana,D,45000,45000
2011,9/1/2011,SJ,SJ,Baca,Rafael,M,32600,32600
2011,9/1/2011,SJ,SJ,Beitashour,Steven,D,42000,42000
2011,9/1/2011,SJ,SJ,Bingham,David,GK,60000,99500
2011,9/1/2011,SJ,SJ,Burling,Bobby,D,42000,42000
2011,9/1/2011,SJ,SJ,Busch,Jon,GK,145000,151800
2011,9/1/2011,SJ,SJ,Convey,Bobby,M,313500,336000
2011,9/1/2011,SJ,SJ,Corrales,Ramiro,M,165000,175625
2011,9/1/2011,SJ,SJ,Cronin,Sam,M,63250,111250
2011,9/1/2011,SJ,SJ,Dawkins,Simon,M,60000,60000
2011,9/1/2011,SJ,SJ,Gjertsen,Joey,M,75000,83625
2011,9/1/2011,SJ,SJ,Gordon,Alan,F,96504,96504
2011,9/1/2011,SJ,SJ,Hernandez,Jason,D,150000,150000
2011,9/1/2011,SJ,SJ,Leitch,Chris,D,106050,106050
2011,9/1/2011,SJ,SJ,Lenhart,Steven,F,45000,47333
2011,9/1/2011,SJ,SJ,Luiz Moreira,Andre,M,72000,72000
2011,9/1/2011,SJ,SJ,Luzunaris,Matt,F,32604,32604
2011,9/1/2011,SJ,SJ,McLoughlin,Ellis,F,32600,32600
2011,9/1/2011,SJ,SJ,Morrow,Justin,D,42000,42000
2011,9/1/2011,SJ,SJ,Opara,Ike,D,100000,185900
2011,9/1/2011,SJ,SJ,Peterson,Jacob,F,142500,150775
2011,9/1/2011,SJ,SJ,Ring,Brad,M,42000,42000
2011,9/1/2011,SJ,SJ,Sealy,Scott,F,150000,157000
2011,9/1/2011,SJ,SJ,Stephenson,Khari,M,165000,178333
2011,9/1/2011,SJ,SJ,Ward,Tim,D,60500,60500
2011,9/1/2011,SJ,SJ,Weber,Andrew,GK,65004,65004
2011,9/1/2011,SJ,SJ,Wondolowski,Chris,M,175000,175000
2011,9/1/2011,SJ,SJ,Zura,Edmundo,F,48000,48000
2011,9/1/2011,TFC,TFC,Avila,Eric,M,100000,133000
2011,9/1/2011,TFC,TFC,Borman,Danleigh,M,42000,42000
2011,9/1/2011,TFC,TFC,Bouchiba,Elbekay,M,92004,92004
2011,9/1/2011,TFC,TFC,Cann,Adrian,D,123996,132746
2011,9/1/2011,TFC,TFC,Cordon,Oscar,M,32604,32604
2011,9/1/2011,TFC,TFC,de Guzman,Julian,M,1863996,1910746
2011,9/1/2011,TFC,TFC,Dunfield,Terry,M,65000,65000
2011,9/1/2011,TFC,TFC,Eckersley,Richard,D,75000,90000
2011,9/1/2011,TFC,TFC,Frei,Stefan,GK,100000,155000
2011,9/1/2011,TFC,TFC,Frings,Torsten,M,699996,1113663
2011,9/1/2011,TFC,TFC,Gold,Matt,M,42000,42000
2011,9/1/2011,TFC,TFC,Harden,Ty,D,65000,73667
2011,9/1/2011,TFC,TFC,Henry,Doneil,D,42000,43000
2011,9/1/2011,TFC,TFC,Johnson,Ryan,M,131250,131250
2011,9/1/2011,TFC,TFC,Kocic,Milos,GK,42000,42000
2011,9/1/2011,TFC,TFC,Koevermans,Danny,F,999996,1413319
2011,9/1/2011,TFC,TFC,Lindsay,Nicholas,F,42000,43000
2011,9/1/2011,TFC,TFC,Makubuya,Keith,F,32604,32604
2011,9/1/2011,TFC,TFC,Marosevic,Peri,F,80000,129000
2011,9/1/2011,TFC,TFC,Martina,Javier,F,89460,96141
2011,9/1/2011,TFC,TFC,Morgan,Ashtone,D,32604,32604
2011,9/1/2011,TFC,TFC,Omphroy,Demitrius,D,42000,42000
2011,9/1/2011,TFC,TFC,Plata,Joao,F,42000,42000
2011,9/1/2011,TFC,TFC,Robinson,Dasan,D,97500,100000
2011,9/1/2011,TFC,TFC,Soolsma,Nick,M/F,86004,86004
2011,9/1/2011,TFC,TFC,Stinson,Matthew,M,32604,32604
2011,9/1/2011,TFC,TFC,Sturgis,Nathan,D/M,85000,89250
2011,9/1/2011,TFC,TFC,Viator,Eddy,D,90000,101875
2011,9/1/2011,TFC,TFC,Williams,Dicoy,D,50004,50004
2011,9/1/2011,TFC,TFC,Yourassowsky,Mikael,D,80004,81671
2011,9/1/2011,TFC,TFC,Zavarise,Gianluca,M,42000,46518
2011,9/1/2011,TOR,TFC,Griffit,Leandre,M,55000,55000
2011,9/1/2011,TOR,TFC,Iro,Andy,D,68596,87346
2011,9/1/2011,VAN,VAN,Akloul,Mouloud,D,150000,150000
2011,9/1/2011,VAN,VAN,Boxall,Michael,D,42000,42000
2011,9/1/2011,VAN,VAN,Brovsky,Jeb,M,42000,42000
2011,9/1/2011,VAN,VAN,Cannon,Joe,GK,199500,209756
2011,9/1/2011,VAN,VAN,Chiumiento,Davide,M/F,280000,280000
2011,9/1/2011,VAN,VAN,Davies,Philippe,M,32600,32600
2011,9/1/2011,VAN,VAN,Demerit,Jay,D,300000,350000
2011,9/1/2011,VAN,VAN,Duckett,Bilal,D,32600,32600
2011,9/1/2011,VAN,VAN,Harris,Atiba,M/F,77590,80590
2011,9/1/2011,VAN,VAN,Harvey,Jordan,D,61875,63125
2011,9/1/2011,VAN,VAN,Hassli,Eric,F,660000,900000
2011,9/1/2011,VAN,VAN,Janicki,Greg,D,45000,45000
2011,9/1/2011,VAN,VAN,Jarju,Mustapha,M,400008,426883
2011,9/1/2011,VAN,VAN,Khalfan,Nizar,M,60000,61250
2011,9/1/2011,VAN,VAN,Knight,Wes,M/D,50000,50000
2011,9/1/2011,VAN,VAN,Koffie,Gershon,M,75000,79764
2011,9/1/2011,VAN,VAN,Leathers,Jonathan,D,42000,42000
2011,9/1/2011,VAN,VAN,Morfaw,Alexandre,M,90000,90000
2011,9/1/2011,VAN,VAN,Nanchoff,Michael,M,60000,95000
2011,9/1/2011,VAN,VAN,Nolly,Jay,GK,65000,65000
2011,9/1/2011,VAN,VAN,Rochat,Alain,D,150000,150000
2011,9/1/2011,VAN,VAN,Salgado,Omar,F,80000,121869
2011,9/1/2011,VAN,VAN,Salinas,Shea,M,44000,44000
2011,9/1/2011,VAN,VAN,Sanvezzo,Camilo,F,127920,133545
2011,9/1/2011,VAN,VAN,Sylvestre,Brian,GK,32600,32600
2011,9/1/2011,VAN,VAN,Tan,Long,F,32600,32600
2011,9/1/2011,VAN,VAN,Teibert,Russell,M,50004,55604
2011,9/1/2011,VAN,VAN,Thorrington,John,M,194700,207200
2011,9/1/2011,VAN,VAN,Vagenas,Peter,M,48000,48000
2011,9/1/2011,VAN,VAN,Wagner,Blake,D,42000,42000
2010,8/12/2010,CHI,CHI,Banner,Michael,D,40000,40000
2010,8/12/2010,CHI,CHI,Bone,Corben,M,75000,136200
2010,8/12/2010,CHI,CHI,Brown,C.J.,D,95760,100560
2010,8/12/2010,CHI,CHI,Carr,Calen,F,71250,75500
2010,8/12/2010,CHI,CHI,Castillo,Nery,M/F,1400004,1788061
2010,8/12/2010,CHI,CHI,Conde,Wilman,D,180000,200000
2010,8/12/2010,CHI,CHI,Dimitrov,Stefan,F,40000,40000
2010,8/12/2010,CHI,CHI,Dykstra,Andrew,GK,40000,40000
2010,8/12/2010,CHI,CHI,Husidic,Baggio,M,75000,117000
2010,8/12/2010,CHI,CHI,John,Collins,F,160000,181875
2010,8/12/2010,CHI,CHI,Johnson,Sean,GK,55000,88000
2010,8/12/2010,CHI,CHI,Kinney,Steven,D,40000,40000
2010,8/12/2010,CHI,CHI,Krol,Krzystof,D,100000,100000
2010,8/12/2010,CHI,CHI,Ljungberg,Fredrik,M,1300000,1314000
2010,8/12/2010,CHI,CHI,Lowry,Peter,F/M,40000,40000
2010,8/12/2010,CHI,CHI,McBride,Brian,F,378000,403333
2010,8/12/2010,CHI,CHI,Nyarko,Patrick,F,80000,160000
2010,8/12/2010,CHI,CHI,Pappa,Marco,M,108000,108000
2010,8/12/2010,CHI,CHI,Pause,Logan,M,160000,168125
2010,8/12/2010,CHI,CHI,Robinson,Dasan,D,49200,49200
2010,8/12/2010,CHI,CHI,Segares,Gonzalo,D,60000,67750
2010,8/12/2010,CHI,CHI,Thorrington,John,M,177000,189500
2010,8/12/2010,CHI,CHI,Umanzor,Deris,D,72000,72000
2010,8/12/2010,CHI,CHI,Watson-Siriboe,Kwame,D,40000,40000
2010,8/12/2010,CHV,CHV,Borja,Carlos,M,40000,40000
2010,8/12/2010,CHV,CHV,Bornstein,Jonathan,D,100000,100000
2010,8/12/2010,CHV,CHV,Braun,Justin,F,65000,67500
2010,8/12/2010,CHV,CHV,Chijindu,Chukwudi,M,40000,40000
2010,8/12/2010,CHV,CHV,Cuesta,Yamin,D,42000,44500
2010,8/12/2010,CHV,CHV,Delgado,Dario,D,42000,42000
2010,8/12/2010,CHV,CHV,Espinoza,Rodolfo,M,216000,218500
2010,8/12/2010,CHV,CHV,Flores,Jorge,F,40000,40000
2010,8/12/2010,CHV,CHV,Galindo,Maykel,F,96498,96498
2010,8/12/2010,CHV,CHV,Gavin,Blair,M,50000,69000
2010,8/12/2010,CHV,CHV,Gordon,Alan,F,87731,87731
2010,8/12/2010,CHV,CHV,Jazic,Ante,D,105000,113500
2010,8/12/2010,CHV,CHV,Kennedy,Dan,GK,54996,54996
2010,8/12/2010,CHV,CHV,Lahoud,Michael,M,45100,54475
2010,8/12/2010,CHV,CHV,Lillingston,Eduardo,F,100000,100000
2010,8/12/2010,CHV,CHV,Maldonado,Giancarlo,F,204000,204000
2010,8/12/2010,CHV,CHV,Mayen,Gerson,M,40000,40000
2010,8/12/2010,CHV,CHV,Nagamura,Paulo,M,192000,197500
2010,8/12/2010,CHV,CHV,Padilla Jesus,Andres,F,48000,48000
2010,8/12/2010,CHV,CHV,Romero,Osael,M,80000,85500
2010,8/12/2010,CHV,CHV,Saragosa,Marcelo,D/M,130000,134286
2010,8/12/2010,CHV,CHV,Thornton,Zach,GK,145000,152500
2010,8/12/2010,CHV,CHV,Trujillo,Mariano,M,94500,94500
2010,8/12/2010,CHV,CHV,Umana,Michael,D,132000,144313
2010,8/12/2010,CHV,CHV,Zamora,Cesar,M,40000,40000
2010,8/12/2010,CHV,CHV,Zemanski,Ben,M,40000,40000
2010,8/12/2010,CHV,CHV,Zizzo,Sal,F,60000,68250
2010,8/12/2010,CHV,CHV,Zotinca,Alex,D,60000,60000
2010,8/12/2010,CLB,CLB,Barros Schelotto,Guillermo,M/F,140000,241250
2010,8/12/2010,CLB,CLB,Brunner,Eric,D,40000,40000
2010,8/12/2010,CLB,CLB,Burns,Kevin,M,40000,40000
2010,8/12/2010,CLB,CLB,Carroll,Brian,M,140569,144319
2010,8/12/2010,CLB,CLB,Duka,Dilaver,M,80000,213000
2010,8/12/2010,CLB,CLB,Ekpo,Emmanuel,M,155000,177250
